,id,title,sub_title,status,poster_path,summary,authors,type,genres,nsfw,total_chapter
10,66636618650afc1d4a113722,Martial Peak,"MP, 武炼巅峰",ongoing,https://usc1.contabostorage.com/scraper/mangas/66636618650afc1d4a113722/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165324Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=e14cdc18705deeffc76dae2f9269f2c65d243260df58d616e9dd9028dffcab94,"The journey to the martial peak is a lonely, solitary and long one.In the face of adversity,you must survive and remain unyielding.Only then can you break through and and continue on your journey to become the strongest. Sky Tower tests its disciples in the harshest ways to prepare them for this journey.One day the lowly sweeper Yang Kai managed to obtain a black book, setting him on the road to the peak of the martials world.
",['Momo (II)'],china,"['Action', 'Fantasy', 'Martial Arts', 'Adventure', 'Historical']",False,3754
11,665d7c85650afc1d4a109182,I'm The Great Immortal,I'm Daxianzun Wo Shi Da Xian ZUn 我是大仙尊 I’m The Great Immortal,ongoing,https://usc1.contabostorage.com/scraper/mangas/665d7c85650afc1d4a109182/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165324Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=dd440be79140a5d8b38ef5197da7a458d0fac636479dac9e719b0ddd0ff92447,"The previous life was a peerless genius in the world of immortality. He was killed by 3 celestial beings. He was accidentally reborn to his 20s by the book of heaven. All he wanted to do was to become an immortal and return to the immortal world, and he became the strongest man on the earth, turning his hands into clouds and covering his hands with rain, provoking anyone who defies him! He is the venerable one! The ruler of 3000 worlds! the guy who is 10 000 times better than Thanos! He is Taixuan Taizun! The Great Immortal!
",['Yum Jack Jack'],china,"['Action', 'Fantasy', 'Isekai']",False,650
12,665d2be4650afc1d4a107bf9,The Survival Story of the Sword King in Another World,拔剑九亿次 • 이계 검왕 생존기 • Igye Geomwang Saengjongi • การเอาชีวิตรอดของราชาดาบในต่างโลก • 異世界剣王生存記 • 異界劍王生存記 • Король меча • История выживания короля меча в фэнтезийном мире • Las flipantes aventuras del rey de la espada en otro mundo • Latna Saga: Survival of a Sword King • Otherworldly Sword King's Survival Records • Isekai Kenou Seizon-ki • Survival Story of a Sword King • Survival Story of a Sword King in a Fantasy World • The Survival Record of the Sword King in Another World • 異界剣王生存記 • 이계검왕생존기 •,ongoing,https://usc1.contabostorage.com/scraper/mangas/665d2be4650afc1d4a107bf9/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165324Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=b25624a5e60624ccb2b39027c5eea71f71a1eac9786a4623df60dbe3ce696eea,"Ryu Han-Bin was a normal person who just had been discharged from his mandatory military service, when he was transported to another world. Left to fend for himself, he was given the goal of surviving and growing stronger in a desolute world riddled with monsters. The problem is the 'Guideline' that was supposed to be his guiding system to survive is filled with errors.
",['Chengdu Gu Qiang'],korea,"['Action', 'Fantasy', 'Shounen', 'Comedy', 'Tragedy', 'Martial Arts', 'Adventure', 'Manhwa', 'Isekai', 'Magic']",False,214
13,665cf463650afc1d4a104e14,Battle Through The Heavens,Fights Breaking Through The Heavens 斗破蒼穹; Battle Through the;  Heavens; Doupo Cangqiong; Fights Break Sphere; Dou Po Cang Qiong,,https://usc1.contabostorage.com/scraper/mangas/665cf463650afc1d4a104e14/thumb.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165324Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=17feae15403793d563a0728257de6774f401852df2b9116704c535d7f61c4246,"In a land where there is no magic, a land where the strong make the rules and weak have to obey, a land filled with alluring treasures and beauty, yet also filled with unforeseen danger. Xiao Yan, who has shown talents none had seen in decades, suddenly lost everything three years ago - his powers, his reputation, and his promise to his mother. What sorcery has caused him to lose all of his powers? And why has his fiancee suddenly shown up?
","['Ť�蚕土豆任翔', 'Ť�蚕土豆任翔']",china,"['Action', 'Romance', 'Shounen', 'Supernatural', 'Comedy', 'Adventure']",False,463
14,66564d0a650afc1d4a0f5763,The Beginning After the End,,ongoing,https://usc1.contabostorage.com/scraper/mangas/66564d0a650afc1d4a0f5763/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165324Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=1d997f1220c902f29e55ac55ba3dc6ea810bc8ac9d5e50d87f0495cc46f2e278,"King Grey has unrivaled strength, wealth, and prestige in a world governed by martial ability. However, solitude lingers closely behind those with great power. Beneath the glamorous exterior of a powerful king lurks the shell of man, devoid of purpose and will.Reincarnated into a new world filled with magic and monsters, the king has a second chance to relive his life. Correcting the mistakes of his past will not be his only challenge, however. Underneath the peace and prosperity of the new world is an undercurrent threatening to destroy everything he has worked for, questioning his role and reason for being born again.
",['TurtleMe'],korea,"['Action', 'Fantasy', 'Shounen', 'School Life', 'Tragedy', 'Adventure', 'Isekai', 'Magic', 'Reincarnation']",False,206
15,662c6e53650afc1d4a0da343,Apotheosis - Elevation to the status of a god,百炼成神; Bai Lian Cheng Shen,ongoing,https://usc1.contabostorage.com/scraper/mangas/662c6e53650afc1d4a0da343/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165324Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=6e9e4e22dee206f51537af159cc283f90cd55358151b27f15cf2f70864e344a8,"Luo Zheng, now a humble slave was born as the eldest son of a wealthy family. Due to his family's decline, the kidnapping of his sister by a powerful force, he can now only be stepped upon by others. However, heaven never seals off all exits. An ancient book left by his father reveals a secret divine technique, giving the reader immense power! But what is behind this power? This is a contest against fate
",[''],china,"['Action', 'Adventure']",False,1266
16,662c4790650afc1d4a0d78ea,The tutorial tower of the advanced player,The Advanced Player of the Tutorial Tower Tyutolieol tab-ui goinmul; 튜토리얼 탑의 고인물,ongoing,https://usc1.contabostorage.com/scraper/mangas/662c4790650afc1d4a0d78ea/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165324Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=0f19f1fbe6405499a8ab4ce6583c3ee52d8944a040fca051b418761c6dd5f13f,"A hunter trapped in the tutorial tower due to a curse.Leaving the tower after 12 years!
",[''],korea,"['Action', 'Fantasy']",False,199
17,662c2a44650afc1d4a0d5791,The Youngest Princess,Magnae Hwangnyeo'nim 막내 황녀님,ongoing,https://usc1.contabostorage.com/scraper/mangas/662c2a44650afc1d4a0d5791/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165324Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=9a6aacc65da5ea5ca27ee3c5d1666bef1ee31e2fdb7ed1e9dfc15c15ed7da1b7,"The archmage who ruled over a magic kingdom.One day, she was reborn as the youngest daughter of the empire!“I’ll just play along and pretend to be a baby....But don’t you think you guys like me a little too much?”They won’t leave her alone.The youngest princess is tired today as well.
","['Saha', 'Doldae']",korea,"['Fantasy', 'Romance', 'Historical']",False,201
18,662c2180650afc1d4a0d4f30,This Is The Law,,ongoing,https://usc1.contabostorage.com/scraper/mangas/662c2180650afc1d4a0d4f30/thumb.jpeg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165324Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=2af945c8794251fc51cb64e005823aa72758ca734d42b09f981bc8865a2c5fce,"The genius lawyer Noh HyungJin's justice-executing returner fantasy! Valedictorian of his University, perfect score on the Bar Exam, and even a 95% case win rate. Noh HyungJin was a so-called successful lawyer!
While he was fighting against evil, higher powers to make South Korea a just and fair land, he was ruthlessly murdered by National Intelligence Service agents. ""He shouldn't have died..."" Noh HyungJin was a man sent by Emperor YeomRa to fix corruption on Earth! However, after ending up in hell without having been able to achieve anything, Emperor YeomRa returns Noh HyungJin back in time...
""I should at least give him power so he can protect himself."" What is this 'power' given to him by Emperor YeomRa? Will Noh HyungJin be able to change his future as well as the future of South Korea?!
",['Numbawun'],japan,"['Action', 'Drama', 'Mystery', 'Psychological', 'Adventure', 'Horror']",False,129
19,662c1d10650afc1d4a0d4ae1,This Village Sim NPC Could Only Be Human," I can't Help But to Think the NPCs in This Town-building Game are Human Beings ,Murazukuri Game no NPC ga Namami no Ningen to Shika Omoe Nai,NPC Town",ongoing,https://usc1.contabostorage.com/scraper/mangas/662c1d10650afc1d4a0d4ae1/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165324Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=a1192aa2b53c1690f150f61f1e65ca9054fec5981887528f054e820d888bc43f,"An unknown parcel arrives to Yoshio, a 30-year old NEET. The content is a game disk titled “The Village of Fate.”, a beautiful CG game with real-life images.
All of the villagers in the game are high-performing AIs, who behave remarkably close to human beings. In the game Yoshio takes the role as the god of destiny and is in a position to guide the villagers. But his only options in the game are to give a message, a prophecy, once every day. The villagers will follow the instruction, and their gratitude transforms to the power of miracles, which the god of destiny can use.
Yoshio is worshiped as God but in reality he lives like a shut-in. Thanks to villagers he will again learn the joy of life and thanks to him the villagers will be saved.
",['Hirukuma'],japan,"['Action', 'Fantasy', 'Adventure']",False,50
20,662bbfbc650afc1d4a0cf513,The Ravages of Time,"三国志群雄伝火鳳燎原, 火鳳燎原, Hỏa Phụng Liêu Nguyên, Huo Feng Liao Yuan, Kahou Ryougen, Sangokushi Gunyuuden Kahou Ryougen, Sanguozhi Qunxiongzhuan: Huo Feng Liao",ongoing,https://usc1.contabostorage.com/scraper/mangas/662bbfbc650afc1d4a0cf513/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165324Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=9c5302efd2b3fe2ab3bd84efa83812b71ef68dd9a21fb613e125fc0920fc0f3b,"Nearly 2000 years ago, the prosperous Han dynasty of China collapsed. Heroes rose and fell, and three nations emerged--Wei, Shu, and Wu. Historians refer to this period as the Three Kingdoms period. The romance of the three kingdoms is an intriguing tale of heroic deeds, of alliance forged and broken, of loyalty and betrayal...Hong Kong artist Chan Mou retells this classic tale in ""The Ravages of Time"" from the perspective of the Sima clan, which in the end united the three kingdoms. Readers will be attracted by an array of well-developed characters and Chan Mou's own unique top-notch art-style. Whether you have played Dynasty Warriors or not, this is definitely worth a read!
",['Chen Mou'],japan,"['Action', 'Psychological', 'Martial Arts', 'Adventure', 'Seinen', 'Historical']",False,624
21,662b9b45650afc1d4a0cde55,The Time of Rebirth,I Was Stuck on the Same Day for One Hundred Thousand Years ; I Was Trapped on the Same Day for a Hundred Millennium ; 10만 년째 오늘을 살던 놈 ; 十万年の無限ループから脱出し,ongoing,https://usc1.contabostorage.com/scraper/mangas/662b9b45650afc1d4a0cde55/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165324Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=6a1abf5b8062bd203e7cef7288e40012aa0605ee3322f54f8510f7ce866eda19,"Lin Yue crossed to the Hongmeng Continent, but he was accused of being on the same day for one hundred thousand years. No matter how he struggles, he will return to yesterday after dawn. In one hundred thousand years, Lin Yue learned all the knowledge, understood the secrets of countless sect powerhouses, and gradually admitted that he could not escape the cycle of reincarnation. However, on the last day of one hundred thousand years, Lin Yue took away the Seven Demon King’s Fiancee, cut off the arm of the son of the Supreme Elder. After a catastrophe, he found that a new day had opened for him...
",[''],china,"['Action', 'Harem', 'Martial Arts', 'Adventure']",False,442
22,6655ad35650afc1d4a0f0d4b,To Not Die,죽지 않으려면,ongoing,https://usc1.contabostorage.com/scraper/mangas/6655ad35650afc1d4a0f0d4b/thumb.webp?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165324Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=c69b57f4657425f4b83c163967d6feb74c20276ffdb61dfe4ae0eef46e932863,"Im Dajun is a high school student who gets bullied at school every day. He came across an interview on TV just when he was on the verge of giving up on life. It was with a murderer who killed the classmates that bullied him. Dajun becomes inspired by what he saw and decides to take revenge as well. His revenge was successful. However, his life steered into an undesired direction. Im Dajun, leaving school, ends up joining a strange Runaway Fam. The young runaway, Im Dajun, no longer suffers from the bullies at his school. Instead, he now must survive against even more vicious thugs on the streets.
",['Parae'],korea,"['Action', 'School Life', 'Martial Arts', 'Adventure']",False,146
23,665c0e7f650afc1d4a0fc1bd,Ultra Alter,,ongoing,https://usc1.contabostorage.com/scraper/mangas/665c0e7f650afc1d4a0fc1bd/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165324Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=cdc4a292da1d9d791948c2885b64f123c280153e5128b7efedc5386fe3578fb6,"“Awaken a New Self”. Lee Oh Reum is a high schooler who plays as a “Healer Shuttle” character in the kinesthetic VR MMORPG game . One day, his sub character “Avenger” that he was secretly raising becomes the best. Will Lee Oh Reum be able to overcome all dangers like constantly appearing monsters and various quests to become his new self? An authentic action altermodern drama fantasy.
",[''],korea,"['Action', 'Fantasy']",False,124
24,66558173650afc1d4a0eeb17,I'm a Martial Art Villainess but I'm the Strongest!,무협지 악녀인데 내가 제일 쎄!,ongoing,https://usc1.contabostorage.com/scraper/mangas/66558173650afc1d4a0eeb17/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165324Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=ab58b097492154b663ff5879089865d116ce8324e0f06632213c603b8fc19416,"Our main character was an unsuccessful romance fantasy novelist when she gets into a hit-and-run then wakes up as the villainess in a best-selling martial arts novel. She uses the information from the novel that she had analyzed in her original life, in order to avoid her death-ending and finding the truth behind what had really happened to her.
",['Wilbrite'],korea,"['Action', 'Fantasy', 'Romance', 'Drama', 'Historical', 'Isekai']",False,107
25,66553f19650afc1d4a0ebd30,I Am the Fated Villain,,ongoing,https://usc1.contabostorage.com/scraper/mangas/66553f19650afc1d4a0ebd30/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240729%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240729T165657Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=2b4008b66ceb36f2c096780b2bbee427690f85b5d1b3a6edd0b305da1466c37d,"Immediately after Gu Changge realized he had transgressed into a fantasy world, the world’s protagonist, and fortune’s chosen, vowed to take revenge on him. Envied by all, he not only has the female lead head over heels for him but he’s also treated as a distinguished guest wherever he goes. Fortunately, Gu Changge’s prestige and power are superior to everyone else’s, so shouldn’t it be easy to trample on a mere fortune’s chosen?

Hold on… There’s a system dedicated to milking and harvesting from the protagonist? Gu Changge smirked. “Seems like even fate wants me to fulfill my destiny as the Villain of this world!”
",[''],china,"['Action', 'Fantasy', 'Martial Arts', 'Isekai']",False,168
